,Muestra_x,ID1_x,ID2,tipo_x,1_Vtasdivact totales_x,2_Vtasdivpatrimonio_x,3_Cap trabdivAct Totales_x,4_LnVentas__x,5_LnActivos totales__x,6_Gtos finandivRes Operac_x,7_EbitdadivPas_exig_x,8_GFdivEbitda_x,Muestra_y,ID1_y,tipo_y,1_Vtasdivact totales_y,2_Vtasdivpatrimonio_y,3_Cap trabdivAct Totales_y,4_LnVentas__y,5_LnActivos totales__y,6_Gtos finandivRes Operac_y,7_EbitdadivPas_exig_y,8_GFdivEbitda_y,9_VtasdivDeuda Total,10_VtasdivUt Neta,11_Ut NetadivAct totales,12_Cap trabdivAct Totales,13_Cap trabdivVtas-Ut Neta_,14_Raz Corriente,15_Pas Circ+Pas LP_divAct Totales_,16_Act TotalesdivPas_Exig,17_PatrimdivPas Exigible
24,2.0,21.0,183,1.0,0.000508942,-0.001060904,-0.480720512,4.905274778,12.48845068,-0.633448947,-0.083389808,-0.458006172,,,,,,,,,,,,,,,,,,,,
25,1.0,11.0,33,0.0,1.527881999,2.69142814,0.157626312,14.43355751,14.00967504,2.290577892,-0.218563735,-0.36505225,,,,,,,,,,,,,,,,,,,,
26,2.0,16.0,168,1.0,0.654434421,2.102763587,0.25356875,11.93628943,12.36027332,-17.064,-0.856995309,0.0,,,,,,,,,,,,,,,,,,,,
27,2.0,34.0,101,0.0,0.917350336,1.206484761,0.733713793,15.46303816,15.54930399,2.286248103,-0.667602854,0.0,,,,,,,,,,,,,,,,,,,,
28,1.0,26.0,75,0.0,2.689871707,4.422821821,0.496658557,13.37982333,12.39032983,2.86381929,-1.58770524,0.0,,,,,,,,,,,,,,,,,,,,
29,1.0,3.0,7,0.0,1.828772371,4.920912098,0.242248777,14.66943002,14.06578511,3.287690856,-0.465299401,-0.121073164,1.0,3.0,0.0,1.828772371,4.920912098,0.242248777,14.66943002,14.06578511,3.287690856,-0.465299401,-0.121073164,2.910356218,28.38231207,0.064433523,0.242248777,0.137302864,1.385521045,0.628367194,1.591426175,0.591426175
30,1.0,2.0,5,0.0,0.987552825,1.445738724,0.333797817,15.69550127,15.70802656,0.483409325,-0.055134168,-0.017791691,1.0,2.0,0.0,0.987552825,1.445738724,0.333797817,15.69550127,15.70802656,0.483409325,-0.055134168,-0.017791691,3.11607879,48.02781951,0.0205621,0.333797817,0.345192367,2.272524273,0.316921648,3.155354034,2.155354034
31,1.0,31.0,90,0.0,1.45856085,1.601518437,0.700436969,15.76777931,15.39032907,6.887188623,-2.48015457,-0.03585891,,,,,,,,,,,,,,,,,,,,
32,1.0,18.0,52,0.0,1.54296291,10.62209005,0.111580303,15.43853456,15.00483002,-6.971628005,-0.132401772,-0.114250974,,,,,,,,,,,,,,,,,,,,
33,2.0,10.0,210,1.0,0.0,0.0,-0.550749458,,11.77241637,0.0,-0.200898188,0.0,,,,,,,,,,,,,,,,,,,,
34,1.0,13.0,37,0.0,1.047295686,1.691699811,0.182753332,14.74200109,14.69578979,3.784423562,-0.392412959,-0.087184239,,,,,,,,,,,,,,,,,,,,
35,1.0,18.0,53,0.0,1.403489278,3.174226016,0.415232551,15.41263497,15.07367349,-8.70298562,-0.156464543,-0.169691287,1.0,18.0,0.0,1.403489278,3.174226016,0.415232551,15.41263497,15.07367349,-8.70298562,-0.156464543,-0.169691287,2.515900092,49.44199177,0.028386585,0.415232551,0.301964757,1.744347412,0.557847779,1.792603713,0.792602694
36,2.0,3.0,140,1.0,1.401868355,3.648564266,0.320774257,14.90858454,14.57077865,4.866098959,-0.446577671,0.0,,,,,,,,,,,,,,,,,,,,
37,2.0,28.0,200,1.0,2.595938039,7.166533564,0.205146224,14.45864152,13.50469359,2.079119142,-0.741548777,-0.069286277,,,,,,,,,,,,,,,,,,,,
38,2.0,12.0,156,1.0,0.266983089,0.379530195,-0.060069385,14.76788131,16.08845127,0.095864409,0.11300869,0.0,2.0,12.0,1.0,0.266983089,0.379530195,-0.060069385,14.76788131,16.08845127,0.095864409,0.11300869,0.0,0.939775405,4.151265874,0.064313657,-0.060069385,-0.296390946,0.15419113,0.29654322,3.372189728,2.372189728
39,2.0,40.0,118,0.0,1.915492209,3.383352046,-0.067618999,13.48728978,12.83731517,-1.14229735,-1.361042655,-0.010332589,2.0,40.0,0.0,1.915492209,3.383352046,-0.067618999,13.48728978,12.83731517,-1.14229735,-1.361042655,-0.010332589,4.415124876,-7.779597304,-0.246219969,-0.067618999,-0.031280297,0.844141195,0.433847799,2.3049558,1.3049558
40,2.0,2.0,137,1.0,0.639494489,1.658378585,0.138806194,13.25583777,13.70291504,0.882670069,-0.014150368,-7.827111226,,,,,,,,,,,,,,,,,,,,
41,2.0,4.0,141,1.0,0.060974327,0.161350944,0.05987654,12.14745152,14.94475389,2.11160928,-0.300894585,-0.299712622,,,,,,,,,,,,,,,,,,,,
42,1.0,26.0,76,0.0,1.954657788,2.613760092,0.727687529,12.98856681,12.31835167,0.0,0.697320384,0.0,,,,,,,,,,,,,,,,,,,,
43,1.0,34.0,100,0.0,0.861732329,1.055267881,0.770361775,15.29458372,15.4433943,3.236527421,-0.924482024,0.0,,,,,,,,,,,,,,,,,,,,
44,2.0,40.0,119,0.0,1.456119828,1.996791718,0.087465925,13.22478277,12.84900753,0.962247269,-0.020746767,-2.321946654,,,,,,,,,,,,,,,,,,,,
45,2.0,24.0,192,1.0,2.02405804,10.06240435,-0.758016405,16.64699164,15.94188721,1.059276014,0.003056929,7.64971917,2.0,24.0,1.0,2.02405804,10.06240435,-0.758016405,16.64699164,15.94188721,1.059276014,0.003056929,7.64971917,2.533716468,42.10862763,0.048067538,-0.758016405,-0.383613385,0.046620017,0.798849463,1.251800303,0.251800303
46,1.0,12.0,35,0.0,4.05082683,5.358181988,0.588376168,14.54160061,13.1426796,0.96184369,-0.446449799,-0.241494702,1.0,12.0,0.0,4.05082683,5.358181988,0.588376168,14.54160061,13.1426796,0.96184369,-0.446449799,-0.241494702,16.60227309,8.287656623,0.488778314,0.588376168,0.165179156,3.411453815,0.243992302,4.09848996,3.09848996
47,2.0,8.0,148,1.0,0.821133115,4.765826818,-0.094935655,14.45709441,14.65416445,3.523473625,-0.199457666,-0.174046017,,,,,,,,,,,,,,,,,,,,
48,2.0,15.0,167,1.0,0.770948722,2.258083373,0.237594008,14.51106434,14.77119776,5.699290305,-0.617446059,-0.075373919,,,,,,,,,,,,,,,,,,,,
49,2.0,10.0,208,1.0,1.129692942,-3.599549351,-0.209108069,12.26654196,12.1445961,4.728344175,-0.242030587,-0.013393305,,,,,,,,,,,,,,,,,,,,
50,2.0,21.0,184,1.0,0.036979371,-0.077204609,-0.484486685,9.191055611,12.48845068,-1.320127796,-0.043866159,-0.12431105,,,,,,,,,,,,,,,,,,,,
51,1.0,21.0,61,0.0,1.573490463,2.246782281,0.131399077,13.99443719,13.54114082,2.749309832,-0.299511775,0.0,,,,,,,,,,,,,,,,,,,,
52,1.0,22.0,63,0.0,2.537347665,4.843358134,0.37527666,14.074371,13.14325169,6.069191624,-1.298238469,-0.001321372,,,,,,,,,,,,,,,,,,,,
53,1.0,17.0,50,0.0,0.947776452,2.183678882,0.161604146,14.7843148,14.83795141,0.27582545,0.150996448,0.118294777,,,,,,,,,,,,,,,,,,,,
54,2.0,18.0,175,1.0,2.634019514,6.400233802,0.595557342,13.59153916,12.62302815,1.730602715,-0.937589248,-0.255808398,,,,,,,,,,,,,,,,,,,,
55,2.0,18.0,174,1.0,1.82565858,3.930342839,0.544435184,13.32665841,12.72471762,0.929984328,-0.267431907,-1.077944753,,,,,,,,,,,,,,,,,,,,
56,1.0,4.0,12,0.0,1.226733316,2.885142252,-0.002184,15.94221395,15.73785916,2.370769688,-0.212293717,-0.143076486,,,,,,,,,,,,,,,,,,,,
57,2.0,13.0,161,1.0,1.096683482,2.32272068,0.376650504,15.60603994,15.51374933,3.411389578,-0.431072841,-0.075237122,2.0,13.0,1.0,1.096683482,2.32272068,0.376650504,15.60603994,15.51374933,3.411389578,-0.431072841,-0.075237122,2.077660781,15.44315593,0.071014208,0.376650504,0.367224127,1.869621267,0.527845302,1.89449446,0.89449446
58,1.0,10.0,28,0.0,1.849061978,3.12759237,0.203766168,14.86725099,14.25257252,3.05903718,-0.668871964,-0.042460708,1.0,10.0,0.0,1.849061978,3.12759237,0.203766168,14.86725099,14.25257252,3.05903718,-0.668871964,-0.042460708,4.523249641,15.45479036,0.119643291,0.203766168,0.117823503,1.670930955,0.40879061,2.446240144,1.446240144
59,1.0,2.0,4,0.0,0.968972946,1.258045905,0.346136493,15.55481905,15.58633763,-6.861066447,-1.438426447,0.0,,,,,,,,,,,,,,,,,,,,
60,2.0,5.0,144,1.0,1.670911573,3.24614388,0.268392506,14.01660316,13.50323383,5.898649444,-1.195615381,-0.068570715,,,,,,,,,,,,,,,,,,,,
61,1.0,20.0,57,0.0,1.037122988,2.991243867,0.030356778,14.33982243,14.30337191,2.001913293,-0.226267337,-0.341720418,,,,,,,,,,,,,,,,,,,,
62,1.0,4.0,10,0.0,1.071078936,2.384574003,0.028823591,15.63235882,15.56369233,0.892823835,-0.01971587,-1.436119393,,,,,,,,,,,,,,,,,,,,
63,1.0,21.0,60,0.0,1.871944251,2.61541833,0.131017668,14.10570547,13.47872787,1.78870389,-0.466824971,-0.143892864,,,,,,,,,,,,,,,,,,,,
64,1.0,33.0,97,0.0,1.1009761,4.334733677,-0.137361237,16.13765697,16.04145982,0.620708581,-0.00156981,-54.78713008,1.0,33.0,0.0,1.1009761,4.334733677,-0.137361237,16.13765697,16.04145982,0.620708581,-0.00156981,-54.78713008,3.310290639,19.41563679,0.056705639,-0.137361237,-0.131537989,0.465077412,0.746010671,1.3404634,0.3404634
65,1.0,33.0,96,0.0,0.956364607,4.165773383,-0.275633441,15.78909994,15.83371599,-21.4167449,-0.43102568,-0.176197985,,,,,,,,,,,,,,,,,,,,
66,1.0,6.0,18,0.0,1.135362252,2.242715283,0.023863639,14.64203631,14.51508454,1.68511136,-0.220523042,-0.085808927,,,,,,,,,,,,,,,,,,,,
67,2.0,27.0,199,1.0,1.259617892,4.125581586,0.206313881,13.82014082,13.58933241,2.658209741,-0.209023916,-0.120488378,,,,,,,,,,,,,,,,,,,,
68,2.0,14.0,164,1.0,1.189032031,3.692664851,0.162795865,16.06268695,15.8895474,4.225739159,-0.290707846,-0.142191182,,,,,,,,,,,,,,,,,,,,
69,2.0,11.0,155,1.0,1.523685643,-20.50554983,0.06494584,14.02582416,13.60469199,2.146930128,-0.355393557,-0.263865938,,,,,,,,,,,,,,,,,,,,
70,1.0,7.0,21,0.0,1.134479662,2.564472534,0.337080858,14.64588255,14.51970845,2.366904687,-0.48479017,-0.12770048,,,,,,,,,,,,,,,,,,,,
71,2.0,13.0,159,1.0,0.910087731,1.528667997,0.493618219,15.1378361,15.23205038,4.291427166,-0.567764141,-0.104332725,,,,,,,,,,,,,,,,,,,,
72,2.0,15.0,166,1.0,0.670044746,1.836434003,0.287532734,14.41967351,14.82008429,6.519526902,-0.58345398,-0.062306931,,,,,,,,,,,,,,,,,,,,
73,1.0,18.0,51,0.0,1.42216028,3.111867834,0.41593008,15.28534635,14.93316931,13.64960402,-0.192329885,0.0,,,,,,,,,,,,,,,,,,,,
74,1.0,9.0,27,0.0,1.629054584,2.225325527,0.713441323,15.38521963,14.89721979,0.599017657,0.370885788,0.006812514,,,,,,,,,,,,,,,,,,,,
75,1.0,14.0,41,0.0,0.952551022,1.693761251,0.006179857,14.88020509,14.92881669,9.762406432,-0.486987988,-0.022883821,,,,,,,,,,,,,,,,,,,,
76,1.0,8.0,24,0.0,1.550379796,3.092277012,0.205686702,14.86230977,14.42380984,1.077813755,-0.012612811,-3.250713977,,,,,,,,,,,,,,,,,,,,
77,1.0,22.0,64,0.0,2.364663549,4.459990677,0.35651894,14.1900263,13.32939055,3.962297908,-0.941574893,-0.000867478,,,,,,,,,,,,,,,,,,,,
78,1.0,28.0,83,0.0,0.253315953,0.458497836,0.304626184,12.39485247,13.76797021,0.0,0.032781699,0.963471299,1.0,28.0,0.0,0.253315953,0.458497836,0.304626184,12.39485247,13.76797021,0.0,0.032781699,0.963471299,0.566057854,10.5197718,0.024079986,0.304626184,1.328876039,1.680715297,0.447508945,2.234592203,1.234592203
79,2.0,39.0,115,0.0,0.177407444,0.245891257,0.48304617,12.93517078,14.66447703,1.280046539,-0.116508538,0.0,2.0,39.0,0.0,0.177407444,0.245891257,0.48304617,12.93517078,14.66447703,1.280046539,-0.116508538,0.0,0.636981756,11.27878574,0.015729303,0.48304617,2.987702413,4.784328251,0.278512598,3.590501853,2.590501853
80,2.0,42.0,124,0.0,1.281746249,1.400512937,0.876269911,15.38844277,15.14021937,0.437086212,1.612392577,0.079020594,,,,,,,,,,,,,,,,,,,,
81,2.0,14.0,162,1.0,0.929743077,3.263545323,0.075294279,15.73198645,15.80483345,1.430474791,-0.110705105,-0.200123023,,,,,,,,,,,,,,,,,,,,
82,1.0,22.0,65,0.0,2.059236011,3.803827187,0.506463144,14.09471757,13.37238252,5.908014329,-1.206446398,0.0,,,,,,,,,,,,,,,,,,,,
83,2.0,17.0,171,1.0,0.379720788,0.840143117,0.130978941,15.10899449,16.07731355,-9.900133638,-0.135246289,-0.202688706,,,,,,,,,,,,,,,,,,,,
84,2.0,7.0,216,1.0,1.879473056,-8.982529769,-0.280628049,13.90312392,13.27213247,-0.023585943,-0.491540558,-0.072526679,,,,,,,,,,,,,,,,,,,,
85,2.0,11.0,154,1.0,1.550835766,6.248206513,0.104285249,14.10978038,13.67098639,2.53113221,-0.671659271,-0.10367482,2.0,11.0,1.0,1.550835766,6.248206513,0.104285249,14.10978038,13.67098639,2.53113221,-0.671659271,-0.10367482,2.062843802,7.663843953,0.20235743,0.104285249,0.077335502,1.488389837,0.751795053,1.330149747,0.330149747
86,2.0,8.0,147,1.0,0.731212044,2.250028287,-0.055044583,13.56130581,13.8743576,0.967078847,-0.100152807,0.0,,,,,,,,,,,,,,,,,,,,
87,2.0,17.0,172,1.0,0.448528811,1.106862672,0.06128897,15.25633619,16.05811855,3.089141368,-0.065836949,0.0,2.0,17.0,1.0,0.448528811,1.106862672,0.06128897,15.25633619,16.05811855,3.089141368,-0.065836949,0.0,0.758184005,1480.610585,0.000302935,0.06128897,0.136736795,1.23384156,0.594774652,1.681309041,0.681309041
88,2.0,11.0,153,1.0,1.436392384,5.591444526,-0.021619627,13.9084944,13.54635972,1.951716787,-0.550072566,-0.18225336,,,,,,,,,,,,,,,,,,,,
89,1.0,10.0,30,0.0,2.70311097,3.643292711,0.562539029,15.44882924,14.45442592,1.255249242,-0.353127199,-0.273509274,1.0,10.0,0.0,2.70311097,3.643292711,0.562539029,15.44882924,14.45442592,1.255249242,-0.353127199,-0.273509274,10.55749903,9.872395186,0.27380498,0.562539029,0.231563678,3.480663318,0.25805825,3.875094094,2.875094094
90,1.0,13.0,39,0.0,0.829710888,1.385993234,0.303338664,14.72876268,14.91544064,3.963683715,-0.427828391,-0.064772721,,,,,,,,,,,,,,,,,,,,
91,2.0,43.0,128,0.0,1.094457063,3.370008074,0.501034927,14.04707059,13.95681218,6.104350286,-0.490528701,-0.080756397,,,,,,,,,,,,,,,,,,,,
92,1.0,19.0,55,0.0,0.956539854,3.272426819,0.136155731,14.38782594,14.43225876,8.456540027,-0.426265951,-0.06900173,,,,,,,,,,,,,,,,,,,,
93,1.0,24.0,71,0.0,0.88179759,1.753049782,0.362178659,14.15829355,14.28408629,4.964740715,-0.845845303,-0.052404094,,,,,,,,,,,,,,,,,,,,
94,1.0,19.0,54,0.0,1.151623919,4.370321763,0.112623789,14.4332966,14.29212355,1.657839987,-0.309874068,-0.332884442,,,,,,,,,,,,,,,,,,,,
95,1.0,10.0,29,0.0,2.087473267,3.013724095,0.296011679,15.11625929,14.38030491,1.987226939,-0.820573574,-0.085116502,,,,,,,,,,,,,,,,,,,,
96,2.0,38.0,113,0.0,0.592099856,0.87916596,0.399199762,14.99383319,15.51791317,2.66394809,-0.320793924,-0.072552905,,,,,,,,,,,,,,,,,,,,
97,1.0,5.0,14,0.0,1.814694222,4.263647996,0.505901822,15.05257117,14.45665419,3.544770127,-1.523756427,-0.006830239,,,,,,,,,,,,,,,,,,,,
98,2.0,3.0,138,1.0,1.709211283,3.468930376,0.200751076,14.38881621,13.85278418,4.891844423,-2.327911195,-0.060702427,2.0,3.0,1.0,1.709211283,3.468930376,0.200751076,14.38881621,13.85278418,4.891844423,-2.327911195,-0.060702427,3.369364442,8.402148226,0.203425509,0.200751076,0.133319812,1.489566104,0.507280026,1.9712978,0.9712978
99,1.0,7.0,19,0.0,1.205530511,2.819659549,0.304961225,14.20296579,14.01604606,1.631568799,-0.370524591,-0.171633701,,,,,,,,,,,,,,,,,,,,
100,2.0,42.0,125,0.0,1.259899587,1.454962467,0.75884593,15.52261206,15.29158004,1.60116383,-0.654975794,-0.044399912,,,,,,,,,,,,,,,,,,,,
101,1.0,5.0,15,0.0,1.031319687,2.173746786,0.516449211,14.42964862,14.39880939,1.863436379,-0.706155245,-0.013042962,,,,,,,,,,,,,,,,,,,,
102,2.0,37.0,108,0.0,0.375322372,2.550621435,0.539944144,12.95938787,13.93935784,1.423441313,-0.047536862,-0.611720095,2.0,37.0,0.0,0.375322372,2.550621435,0.539944144,12.95938787,13.93935784,1.423441313,-0.047536862,-0.611720095,0.450453469,31.21278472,0.012024636,0.539944144,1.486230411,3.409636464,0.852850616,1.172538286,0.172538286
103,2.0,45.0,132,0.0,1.189246576,1.399769795,0.523391534,14.09366791,13.92034794,146.8154673,-7.399743746,0.0,,,,,,,,,,,,,,,,,,,,
104,1.0,23.0,67,0.0,1.14313137,2.523815254,0.325084423,13.94007764,13.80630633,1.96273874,-0.380101467,0.0,,,,,,,,,,,,,,,,,,,,
105,2.0,24.0,193,1.0,1.908463298,8.386854305,0.185186681,16.7242394,16.07794104,0.605776159,0.017095233,1.414169045,,,,,,,,,,,,,,,,,,,,
106,2.0,25.0,195,1.0,1.358111684,2.534097109,0.05431862,13.04871684,12.74262157,4.07939956,-0.790585878,-0.054789171,2.0,25.0,1.0,1.358111684,2.534097109,0.05431862,13.04871684,12.74262157,4.07939956,-0.790585878,-0.054789171,2.926555737,14.70588235,0.092351595,0.05431862,0.042913835,1.292991421,0.464064862,2.154871187,1.154871187
107,2.0,29.0,211,1.0,2.552586617,11.34416597,0.018639352,14.01608698,13.07897977,3.182212905,-0.65606589,-0.104630527,,,,,,,,,,,,,,,,,,,,
108,1.0,28.0,81,0.0,0.821673983,1.665643097,0.234352011,13.53527271,13.73168428,-0.778225515,0.920007332,-0.09264012,,,,,,,,,,,,,,,,,,,,
109,2.0,43.0,127,0.0,1.210062376,5.251308643,0.45855002,14.35226764,14.16159573,7.074401725,-0.463340822,-0.080851309,,,,,,,,,,,,,,,,,,,,
110,2.0,9.0,152,1.0,0.0,0.0,-0.550749458,,11.77241637,0.0,-0.200898188,0.0,,,,,,,,,,,,,,,,,,,,
111,1.0,14.0,42,0.0,0.966415197,1.647109187,0.089564031,14.85507536,14.88923708,-16.72888163,-0.386407293,-0.066236957,,,,,,,,,,,,,,,,,,,,
112,2.0,12.0,157,1.0,0.226488785,0.309431632,0.00605902,14.62609316,16.11115301,0.218630974,-0.069707676,-0.495058149,2.0,12.0,1.0,0.226488785,0.309431632,0.00605902,14.62609316,16.11115301,0.218630974,-0.069707676,-0.495058149,0.861454472,9.241399429,0.024508061,0.00605902,0.029998011,1.354257555,0.268049024,3.730660851,2.730660851
113,2.0,43.0,126,0.0,1.573826518,6.526546829,0.568703511,14.29369749,13.84018756,6.051541326,-0.469274907,-0.061502425,,,,,,,,,,,,,,,,,,,,
114,2.0,27.0,197,1.0,2.345967191,3.820602641,0.502303698,13.52103479,12.66833703,0.565837477,0.488756344,0.027078012,,,,,,,,,,,,,,,,,,,,
115,2.0,20.0,181,1.0,0.916883942,2.336201695,0.16455849,14.59125012,14.67802449,5.673595472,-0.570726251,-0.106695218,,,,,,,,,,,,,,,,,,,,
116,2.0,44.0,129,0.0,0.926863989,2.325829263,0.552745724,13.36620014,13.44214859,-3.847831067,-1.42409123,-0.037644018,2.0,44.0,0.0,0.926863989,2.325829263,0.552745724,13.36620014,13.44214859,-3.847831067,-1.42409123,-0.037644018,1.540944174,-4.332728989,-0.213921524,0.552745724,0.484530805,2.387479399,0.601490959,1.66253538,0.66253538
117,2.0,39.0,114,0.0,0.03875305,0.10609318,0.177225827,12.04185227,15.29239808,-2.201532255,-0.06258515,-0.032052424,,,,,,,,,,,,,,,,,,,,
