,Muestra_x,ID1_x,ID2,tipo_x,1_Vtasdivact totales_x,2_Vtasdivpatrimonio_x,3_Cap trabdivAct Totales_x,4_LnVentas__x,5_LnActivos totales__x,6_Gtos finandivRes Operac_x,7_EbitdadivPas_exig_x,8_GFdivEbitda_x,Muestra_y,ID1_y,tipo_y,1_Vtasdivact totales_y,2_Vtasdivpatrimonio_y,3_Cap trabdivAct Totales_y,4_LnVentas__y,5_LnActivos totales__y,6_Gtos finandivRes Operac_y,7_EbitdadivPas_exig_y,8_GFdivEbitda_y,9_VtasdivDeuda Total,10_VtasdivUt Neta,11_Ut NetadivAct totales,12_Cap trabdivAct Totales,13_Cap trabdivVtas-Ut Neta_,14_Raz Corriente,15_Pas Circ+Pas LP_divAct Totales_,16_Act TotalesdivPas_Exig,17_PatrimdivPas Exigible
118,2.0,6.0,207,1.0,0.881001021,3.773202978,-0.257806195,12.65147936,12.77817585,-1.385607084,-2.471485367,0.0,,,,,,,,,,,,,,,,,,,,
119,1.0,29.0,86,0.0,0.45611213,0.76079944,0.495493744,12.79098853,13.57600513,3.639397861,-0.289466253,0.0,,,,,,,,,,,,,,,,,,,,
120,2.0,5.0,145,1.0,1.263795254,3.149576764,0.195484218,14.02261009,13.78849079,4.531036811,-0.873695048,-0.122491025,,,,,,,,,,,,,,,,,,,,
121,2.0,4.0,143,1.0,0.641823,2.53459381,-0.017711209,15.19222266,15.63566537,2.587132824,1.232297834,-0.228708458,,,,,,,,,,,,,,,,,,,,
122,2.0,7.0,214,1.0,1.896690261,7.09895842,0.117237506,14.05967638,13.41956599,3.019794247,-0.537041205,-0.071504077,,,,,,,,,,,,,,,,,,,,
123,1.0,8.0,22,0.0,3.336253538,4.861646072,0.28480586,14.94306754,13.73821906,1.698914588,-0.242015956,-0.347660307,,,,,,,,,,,,,,,,,,,,
124,2.0,27.0,198,1.0,1.340674453,4.845007287,0.185519347,13.90517209,13.61199928,1.942339926,-0.26208181,-0.0993437,,,,,,,,,,,,,,,,,,,,
125,2.0,35.0,104,0.0,2.570795732,14.60897982,-0.051923522,15.96035716,15.01614169,-21.53535303,-1.021993424,-0.110062549,,,,,,,,,,,,,,,,,,,,
126,2.0,22.0,186,1.0,1.096685555,2.917548801,-0.05370717,15.3215365,15.229244,2.313182316,-0.210813301,-0.373287412,,,,,,,,,,,,,,,,,,,,
127,2.0,5.0,146,1.0,1.233055878,3.909198667,0.124832656,14.17410346,13.96460792,-25.22741518,-0.477046383,-0.055705479,,,,,,,,,,,,,,,,,,,,
128,1.0,32.0,94,0.0,1.905449811,3.824961939,0.396109531,16.04156973,15.39685162,6.047082466,-0.377897931,-0.086613439,,,,,,,,,,,,,,,,,,,,
129,2.0,35.0,102,0.0,2.051037101,8.169509614,0.254011697,15.90248156,15.18413599,6.004286091,-0.695835583,-0.14875872,,,,,,,,,,,,,,,,,,,,
130,1.0,29.0,85,0.0,1.078302535,1.807299647,0.483722337,13.58166873,13.50628066,4.183478385,-0.62728111,0.0,1.0,29.0,0.0,1.078302535,1.807299647,0.483722337,13.58166873,13.50628066,4.183478385,-0.62728111,0.0,2.673283278,16.1041548,0.066958033,0.483722337,0.478296304,2.199224516,0.403362615,2.479158856,1.479158856
131,2.0,8.0,149,1.0,2.21207125,72.82838363,0.043797933,15.20704318,14.41311388,1.861175418,-0.269125626,-0.318177027,,,,,,,,,,,,,,,,,,,,
132,1.0,27.0,79,0.0,2.00597206,2.792016192,0.943541167,12.99151638,12.29538762,1.278825945,-0.498903633,-0.002018492,,,,,,,,,,,,,,,,,,,,
133,2.0,37.0,109,0.0,0.275837892,1.678439239,0.609473816,12.78389315,14.07183508,0.855594881,-0.038632579,-1.433958193,,,,,,,,,,,,,,,,,,,,
134,1.0,33.0,98,0.0,1.17806015,3.530137877,-0.117110505,16.21519958,16.05133044,2.66005428,-0.346768117,-0.330700125,,,,,,,,,,,,,,,,,,,,
135,2.0,4.0,142,1.0,0.623009045,2.315922386,0.07799114,14.95536171,15.42855596,2.573289037,-0.25288967,-0.194732212,,,,,,,,,,,,,,,,,,,,
136,1.0,5.0,13,0.0,1.067140338,1.954786579,0.330333201,14.94220515,14.87722267,1.327820786,-0.720102764,-0.002631598,,,,,,,,,,,,,,,,,,,,
137,1.0,27.0,80,0.0,1.157070362,3.132045051,0.205375224,13.42973042,13.28383916,1.305784914,-0.167451564,-0.247441456,,,,,,,,,,,,,,,,,,,,
138,2.0,10.0,217,1.0,1.709211283,3.468930376,0.200751076,14.38881621,13.85278418,4.891844423,-2.327911195,-0.060702427,,,,,,,,,,,,,,,,,,,,
139,2.0,17.0,173,1.0,0.271645066,1.169772788,-0.045900677,15.23306058,16.53631955,-1.852820283,-0.241341669,-0.080089573,,,,,,,,,,,,,,,,,,,,
140,2.0,29.0,212,1.0,3.053761866,11.33912831,-0.04806976,14.00551089,12.88913666,2.942548689,-0.83892128,-0.152470173,,,,,,,,,,,,,,,,,,,,
141,1.0,29.0,84,0.0,1.003487764,1.576115758,0.625434925,13.30497989,13.3014982,-2.596526651,-0.290447132,0.0,1.0,29.0,0.0,1.003487764,1.576115758,0.625434925,13.30497989,13.3014982,-2.596526651,-0.290447132,0.0,2.762025072,2.250829749,0.44583015,0.625434925,1.121539292,2.721462889,0.36331595,2.752425263,1.752425263
142,1.0,20.0,58,0.0,1.308648832,3.438236569,0.002445557,14.50422543,14.23523025,1.744265265,-0.254855085,-0.40561831,1.0,20.0,0.0,1.308648832,3.438236569,0.002445557,14.50422543,14.23523025,1.744265265,-0.254855085,-0.40561831,2.112824088,34.77817756,0.037628448,0.002445557,0.001924089,1.004907579,0.619383714,1.614508061,0.614508061
143,2.0,2.0,136,1.0,0.818179439,1.780881101,-0.210192325,13.3460172,13.5466908,0.253730274,0.201773197,0.515648429,2.0,2.0,1.0,0.818179439,1.780881101,-0.210192325,13.3460172,13.5466908,0.253730274,0.201773197,0.515648429,1.51353255,4.78068975,0.171142551,-0.210192325,-0.324853696,0.204770014,0.291942362,1.849878495,0.849878495
144,2.0,19.0,177,1.0,0.73671863,1.269484521,0.079521693,15.41185046,15.7173997,7.526447411,-0.303914866,-0.279433728,,,,,,,,,,,,,,,,,,,,
145,1.0,11.0,31,0.0,1.498446553,2.469965793,0.21631431,15.08400513,14.67957619,-51.04369495,-0.772117313,-0.03690464,1.0,11.0,0.0,1.498446553,2.469965793,0.21631431,15.08400513,14.67957619,-51.04369495,-0.772117313,-0.03690464,3.809612384,61.19614458,0.024485963,0.21631431,0.146757187,1.549951998,0.393333075,2.542374552,1.542374552
146,2.0,20.0,180,1.0,1.262169634,3.093288443,0.180297064,14.78823417,14.555402,5.086801591,-0.629245373,-0.096570347,,,,,,,,,,,,,,,,,,,,
147,1.0,25.0,73,0.0,1.13433192,1.494331276,0.482947917,15.55408494,15.42804108,21.32898051,-1.624507875,-0.007395324,1.0,25.0,0.0,1.13433192,1.494331276,0.482947917,15.55408494,15.42804108,21.32898051,-1.624507875,-0.007395324,4.708529721,105.5926613,0.010742526,0.482947917,0.429825984,3.004681858,0.240910005,4.15092764,3.15092764
148,1.0,31.0,92,0.0,1.593356574,1.820073351,0.714121266,16.01562817,15.54978532,5.459212388,-1.756588383,-0.045290405,,,,,,,,,,,,,,,,,,,,
149,1.0,1.0,3,0.0,0.199576073,0.358342097,0.361680461,13.31941918,14.93097898,3.651511397,-0.091179982,-0.113529784,,,,,,,,,,,,,,,,,,,,
150,1.0,26.0,77,0.0,1.125700009,7.454403507,0.327891971,12.42220769,12.30380262,-4.823676606,-1.088420659,-0.030630321,,,,,,,,,,,,,,,,,,,,
151,1.0,17.0,49,0.0,1.170947597,2.186286715,0.391361666,14.7165447,14.55873136,0.250653557,0.179733318,0.0,1.0,17.0,0.0,1.170947597,2.186286715,0.391361666,14.7165447,14.55873136,0.250653557,0.179733318,0.0,2.521351863,9.830503873,0.119113691,0.391361666,0.372075537,1.842702497,0.464412609,2.153257643,1.153257643
152,1.0,25.0,74,0.0,0.839096164,1.078813131,0.468911412,15.25149515,15.42692512,7.258668559,-0.018178333,-0.007005763,,,,,,,,,,,,,,,,,,,,
153,,,25,,,,,,,,,,1.0,9.0,0.0,1.473874678,1.988841277,0.7078536,14.55953382,14.17163905,0.654796535,0.369106967,0.032596349,5.692219262,6.290609456,0.234297597,0.7078536,0.57104444,3.733785959,0.258927952,3.8620782,2.8620782
154,,,46,,,,,,,,,,1.0,16.0,0.0,1.146430262,2.251763715,0.056580063,14.55052686,14.41387387,10.24185433,-0.398852592,-0.217897423,2.33548533,-66.03495662,-0.01736096,0.056580063,0.048617022,1.196426697,0.490874529,2.037180462,1.037180462
155,,,110,,,,,,,,,,2.0,37.0,0.0,0.23550785,7.369377832,0.39115753,12.89950229,14.34551332,-2.420461891,-0.070344142,-0.168405494,0.24860448,-14.41588903,-0.016336686,0.39115753,1.553170604,2.708438951,0.96804237,1.033012636,0.033012636
156,,,66,,,,,,,,,,1.0,23.0,0.0,2.064274121,3.373645521,0.546846925,14.00782617,13.28304752,2.65708097,-1.077529993,-0.012697818,5.31868127,10.25208712,0.201351598,0.546846925,0.293542495,2.40897203,0.388117658,2.576538269,1.576538269
157,,,34,,,,,,,,,,1.0,12.0,0.0,1.643975611,3.501105656,0.149273934,13.18435929,12.68724183,0.567603157,0.121235076,1.635874267,3.099261857,6.054435163,0.27153245,0.149273934,0.108765112,1.281414764,0.530441017,1.885553296,0.885378488
158,,,215,,,,,,,,,,2.0,7.0,1.0,1.685843162,5.749578214,0.156900929,13.98316931,13.46090347,0.0,0.102207449,0.293159931,2.385216307,28.11671977,0.059958743,0.156900929,0.096501896,1.324915566,0.706788377,1.414850658,0.414850658
159,,,69,,,,,,,,,,1.0,24.0,0.0,0.691451009,1.2834337,0.285163979,13.68959807,14.05856104,18.588372,-0.967049446,-0.004036753,1.499083573,-54.30141036,-0.012733574,0.285163979,0.404956294,1.923043728,0.46124914,2.168025721,1.168025721
160,,,45,,,,,,,,,,1.0,16.0,0.0,0.703106323,1.316303574,-0.036283667,14.01189855,14.36414571,2.751084593,-0.262796544,-0.177172359,1.509304492,20.91854309,0.03361163,-0.036283667,-0.054195601,0.899326901,0.465847897,2.146623409,1.146623409
161,,,9,,,,,,,,,,1.0,3.0,0.0,1.08253737,3.857728769,0.248985911,14.77599692,14.69668921,2.685041897,-0.278879988,-0.110913784,1.504809924,14.4058782,0.075145531,0.248985911,0.247158952,1.439829919,0.71938479,1.390076652,0.390076652
162,,,82,,,,,,,,,,1.0,28.0,0.0,1.476518727,3.501680435,0.333715094,14.35246873,13.96278163,0.0,-0.048395856,1.888285192,2.553029082,73.01105326,0.020223222,0.333715094,0.229153419,1.577022373,0.578339956,-3.108872296,-1.31088723
